subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,account_name,industry,country,referral_source,is_trial_y,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,tenure_months,ltv_realized,churn_risk_score,risk_tier
S-326691,A-e40f45,2024-11-24,2024-12-22,Basic,21,399,4788,False,False,False,True,monthly,False,Company_317,HealthTech,US,organic,False,2024-11-09,budget,101.23,False,False,6.73,63416.0,,
S-e7a190,A-0a62f5,2024-12-06,,Basic,22,418,5016,False,False,False,False,annual,True,Company_381,FinTech,UK,partner,False,2024-10-10,features,0.0,False,False,0.53,12785.0,,
S-f73a84,A-2edab2,2024-12-15,,Pro,17,833,9996,False,False,False,False,monthly,True,Company_301,HealthTech,US,event,False,2023-12-21,unknown,168.73,False,False,1.12,55651.0,,
S-ba67a5,A-fce879,2024-10-27,,Enterprise,19,3781,45372,False,False,False,False,annual,True,Company_291,EdTech,UK,partner,True,2024-12-03,features,0.0,True,False,,,,
S-5272ff,A-fda07f,2024-11-10,,Enterprise,69,13731,164772,False,False,False,False,annual,True,Company_230,Cybersecurity,FR,partner,False,2024-09-13,support,17.34,False,False,1.08,63708.0,,
S-d407d0,A-b9eed8,2024-11-04,,Pro,11,539,6468,False,False,False,False,annual,True,Company_189,Cybersecurity,US,organic,False,,,,,,10.25,62150.0,0.21,Low
S-54d8cf,A-2f6a32,2024-10-13,,Basic,19,361,4332,False,False,False,False,monthly,True,Company_160,HealthTech,US,organic,False,,,,,,4.17,13760.0,0.45,Medium
S-bdf7c2,A-c42f1f,2024-10-26,2024-12-24,Pro,11,539,6468,False,False,True,True,annual,True,Company_21,HealthTech,US,other,False,,,,,,5.12,12453.0,0.35,Low
S-e9257d,A-5b1bcd,2024-12-31,,Pro,73,3577,42924,False,True,False,False,annual,False,Company_166,DevTools,US,organic,False,2024-08-07,competitor,4.45,False,False,10.71,1054821.0,,
S-c15f06,A-82d8a6,2024-12-27,,Pro,33,1617,19404,False,True,True,False,monthly,True,Company_444,Cybersecurity,UK,ads,False,2024-12-29,features,0.0,False,False,1.02,22373.0,,
S-fbc35d,A-a8b49c,2024-10-17,,Pro,7,343,4116,False,False,False,False,annual,True,Company_72,Cybersecurity,UK,partner,False,2024-06-17,features,0.0,False,False,8.38,56160.0,,
S-78c894,A-d792a6,2023-02-17,,Basic,4,76,912,False,True,False,False,annual,True,Company_486,DevTools,US,organic,False,2024-08-13,support,0.0,False,False,7.59,172253.0,,
S-2ee2e1,A-692f18,2024-06-12,,Pro,50,2450,29400,False,True,False,False,annual,False,Company_195,EdTech,US,other,True,2024-12-23,support,0.0,True,False,,,,
S-5677fb,A-e5d6ab,2024-07-02,,Enterprise,13,2587,31044,False,False,False,False,monthly,False,Company_7,EdTech,US,partner,False,2023-04-24,features,0.0,False,False,0.3,100020.0,,
S-3c9a70,A-ee42db,2024-12-22,,Basic,30,570,6840,False,False,False,False,monthly,True,Company_77,EdTech,DE,ads,False,2023-06-23,pricing,0.0,True,False,1.94,76916.0,,
S-036362,A-c37601,2024-11-01,,Pro,12,588,7056,False,False,False,False,annual,True,Company_48,EdTech,US,partner,True,2024-12-17,support,0.0,False,False,,,,
S-18b1f9,A-02cd81,2024-08-13,,Pro,44,2156,25872,False,False,False,False,monthly,True,Company_76,HealthTech,IN,other,False,2024-04-30,pricing,0.0,False,False,1.08,175261.0,,
S-31afc4,A-d40bf7,2024-12-09,,Pro,59,2891,34692,False,False,False,False,monthly,False,Company_11,FinTech,IN,organic,False,,,,,,1.74,54280.0,0.69,High
S-6ea0ad,A-712426,2024-12-15,,Pro,13,637,7644,False,True,False,False,monthly,True,Company_155,HealthTech,US,other,False,2024-11-21,pricing,0.0,True,False,0.36,11782.0,,
S-c25d2f,A-fabe19,2024-12-12,2024-12-27,Enterprise,32,6368,76416,False,False,False,True,annual,True,Company_97,DevTools,UK,ads,False,,,,,,1.64,22129.0,0.68,High
S-444f22,A-8ed5dd,2023-12-09,,Pro,46,2254,27048,False,True,False,False,monthly,True,Company_222,EdTech,UK,event,False,2024-10-30,support,0.0,True,True,16.06,103068.0,,
S-f3ff07,A-158f4e,2023-06-19,2024-05-15,Basic,61,1159,13908,False,False,False,True,annual,False,Company_180,FinTech,IN,other,False,2023-03-05,budget,0.0,False,False,0.07,298266.0,,
S-154119,A-3d957b,2024-08-30,,Basic,73,1387,16644,False,False,False,False,monthly,True,Company_311,HealthTech,UK,other,False,2024-05-05,budget,0.0,False,False,1.02,40178.0,,
S-62fa42,A-bb1486,2024-12-06,2024-12-19,Basic,41,779,9348,False,False,True,True,annual,False,Company_265,HealthTech,US,organic,False,2024-11-21,budget,0.0,False,False,0.53,20611.0,,
S-97a57b,A-a0ca4e,2024-08-12,,Enterprise,26,5174,62088,False,False,False,False,monthly,True,Company_6,Cybersecurity,US,ads,False,,,,,,9.79,57747.0,0.36,Low
S-7c2997,A-c1e51e,2024-12-21,2024-12-31,Pro,32,1568,18816,False,False,False,True,annual,True,Company_173,FinTech,US,organic,False,2024-11-09,pricing,0.0,False,False,1.25,33322.0,,
S-9122a4,A-883b7d,2024-05-29,,Enterprise,25,4975,59700,False,False,False,False,monthly,True,Company_313,Cybersecurity,IN,other,False,,,,,,9.13,146426.0,0.48,Medium
S-f9f7af,A-20736a,2024-08-07,,Pro,50,2450,29400,False,False,False,False,annual,True,Company_271,EdTech,IN,organic,False,2024-03-19,competitor,64.98,False,False,0.1,110980.0,,
S-f6edd4,A-5a92e7,2024-12-04,2024-12-15,Basic,11,209,2508,False,False,False,True,annual,False,Company_413,HealthTech,US,ads,False,2024-11-11,budget,0.0,True,False,0.23,43466.0,,
S-bbe998,A-08e34e,2024-07-01,,Pro,14,686,8232,False,False,False,False,annual,True,Company_32,EdTech,US,event,False,2024-07-13,competitor,225.18,False,False,0.53,49903.0,,
S-02508a,A-05d3b3,2024-02-04,,Basic,28,532,6384,False,False,False,False,annual,True,Company_213,DevTools,AU,ads,True,2024-03-12,unknown,0.0,False,False,,,,
S-7e44b0,A-a33200,2024-10-14,,Pro,29,1421,17052,False,False,False,False,annual,False,Company_352,HealthTech,US,partner,False,2024-10-07,features,21.61,True,False,0.72,59179.0,,
S-028f5b,A-80eeb6,2024-02-20,2024-08-12,Enterprise,26,5174,62088,False,False,False,True,annual,True,Company_402,Cybersecurity,UK,organic,False,2023-10-19,features,0.0,False,False,5.35,563449.0,,
S-d26ee3,A-1f559b,2023-12-12,2024-05-24,Basic,16,304,3648,False,False,False,True,monthly,True,Company_357,HealthTech,US,organic,True,2024-09-28,features,0.0,False,False,,,,
S-a1901c,A-5c9849,2024-12-10,,Enterprise,19,3781,45372,False,False,False,False,monthly,False,Company_362,EdTech,IN,partner,False,2024-11-13,unknown,0.0,False,True,0.33,40551.0,,
S-c96d86,A-1e1b80,2024-11-04,,Basic,50,950,11400,False,True,False,False,annual,True,Company_416,FinTech,CA,other,False,2024-11-13,features,0.0,False,False,0.72,410689.0,,
S-ea8479,A-bcf87c,2024-10-25,,Basic,17,323,3876,False,False,True,False,annual,False,Company_288,FinTech,US,event,False,,,,,,6.14,37810.0,0.49,Medium
S-7eb81c,A-474ad4,2024-01-15,,Pro,8,392,4704,False,False,False,False,monthly,False,Company_261,EdTech,US,organic,False,,,,,,13.11,51018.0,0.2,Low
S-8d4b81,A-2b9d3e,2024-04-28,,Basic,1,19,228,False,False,False,False,annual,False,Company_319,EdTech,US,partner,False,,,,,,18.92,26830.0,0.18,Low
S-9e5075,A-81edc3,2024-09-02,,Enterprise,44,8756,105072,False,False,False,False,annual,True,Company_236,Cybersecurity,IN,ads,False,2024-09-21,pricing,10.91,False,False,4.11,82109.0,,
S-6bdda7,A-bad8c1,2024-06-03,,Pro,37,1813,21756,False,False,False,False,monthly,True,Company_34,FinTech,AU,organic,False,,,,,,22.04,82817.0,0.05,Low
S-2c52b6,A-016043,2024-10-09,,Enterprise,14,2786,33432,False,False,False,False,monthly,False,Company_405,EdTech,CA,organic,True,2024-08-11,competitor,84.75,False,False,,,,
S-9c09cb,A-702032,2024-12-10,,Basic,28,532,6384,False,False,False,False,annual,True,Company_186,HealthTech,US,ads,False,2024-04-18,features,10.5,False,False,6.5,43770.0,,
S-3829dc,A-1ac5e0,2024-11-17,,Enterprise,33,6567,78804,False,False,False,False,monthly,True,Company_126,DevTools,US,event,False,,,,,,2.37,29700.0,0.49,Medium
S-d238c2,A-71615e,2024-08-17,,Enterprise,55,10945,131340,False,False,False,False,annual,True,Company_167,EdTech,US,organic,False,2024-07-16,pricing,0.0,True,False,1.94,130988.0,,
S-885bd4,A-8bde0c,2024-11-13,,Pro,12,588,7056,False,False,False,False,annual,True,Company_287,DevTools,US,organic,False,2024-11-28,features,0.0,False,False,0.79,28299.0,,
S-700923,A-bcf664,2024-04-04,,Enterprise,13,2587,31044,False,False,False,False,monthly,True,Company_248,DevTools,US,other,False,2024-08-08,competitor,0.0,False,False,14.68,81696.0,,
S-d538f6,A-d535f6,2024-12-15,,Enterprise,12,0,0,True,False,True,False,monthly,True,Company_421,DevTools,US,organic,True,2024-11-26,features,0.0,False,False,,,,
S-5ca0fe,A-d3c88e,2024-11-02,,Pro,16,784,9408,False,False,False,False,monthly,False,Company_490,DevTools,US,event,False,2024-11-18,support,0.0,False,False,1.02,30470.0,,
S-83dc0a,A-f44180,2023-08-31,,Enterprise,9,1791,21492,False,False,False,False,annual,True,Company_376,Cybersecurity,UK,event,False,2023-04-29,competitor,38.15,False,False,2.46,259598.0,,
S-39a8f1,A-52dd88,2024-03-12,,Pro,23,1127,13524,False,False,False,False,monthly,False,Company_127,Cybersecurity,US,ads,False,,,,,,22.31,95966.0,0.12,Low
S-0a765d,A-439b2f,2024-07-03,,Basic,4,76,912,False,False,False,False,monthly,True,Company_152,DevTools,US,ads,False,2024-11-18,features,0.0,False,False,8.9,4451.0,,
S-fa9b43,A-10b8f2,2023-02-05,,Basic,47,0,0,True,False,False,False,annual,False,Company_151,HealthTech,DE,organic,True,2024-06-04,support,0.0,True,False,,,,
S-3a57be,A-05f0e5,2024-05-15,,Pro,32,1568,18816,False,False,False,False,monthly,True,Company_40,FinTech,US,partner,False,2024-11-25,features,72.19,True,False,8.38,362449.0,,
S-5ede24,A-9bfc9f,2024-07-30,,Pro,60,2940,35280,False,False,False,False,monthly,True,Company_228,DevTools,CA,ads,False,,,,,,15.57,96241.0,0.14,Low
S-df5924,A-443f6f,2024-12-21,2024-12-22,Pro,19,931,11172,False,False,False,True,annual,True,Company_304,Cybersecurity,US,organic,False,,,,,,0.79,10875.0,0.69,High
S-eb9911,A-ab438f,2024-10-18,,Basic,28,0,0,True,False,False,False,annual,True,Company_233,Cybersecurity,US,ads,False,2024-12-02,budget,0.0,True,True,2.63,28370.0,,
S-7db513,A-4f18f0,2024-06-01,,Enterprise,24,4776,57312,False,False,False,False,monthly,True,Company_145,DevTools,CA,other,True,2024-12-01,features,0.0,False,False,,,,
S-2ded06,A-ff79f2,2024-12-25,,Basic,31,589,7068,False,True,False,False,monthly,False,Company_165,DevTools,US,ads,False,,,,,,8.21,64558.0,0.28,Low
S-c0ca82,A-00cac8,2024-12-02,,Pro,19,931,11172,False,False,True,False,annual,True,Company_26,HealthTech,AU,organic,True,,,,,,,,,
S-7cf7c6,A-22d9d2,2024-06-02,,Pro,13,637,7644,False,False,False,False,annual,True,Company_188,DevTools,FR,event,False,2024-10-17,pricing,0.0,False,False,6.87,63187.0,,
S-9fa49b,A-1f7acb,2023-09-01,,Enterprise,64,12736,152832,False,True,False,False,annual,False,Company_281,FinTech,UK,ads,True,,,,,,,,,
S-4a3e6c,A-acb7f7,2024-06-19,,Pro,32,1568,18816,False,False,False,False,monthly,True,Company_330,EdTech,US,ads,False,2024-03-21,competitor,0.0,True,False,2.46,236179.0,,
S-112733,A-71615e,2024-10-21,,Basic,15,285,3420,False,False,False,False,annual,False,Company_167,EdTech,US,organic,False,2024-07-16,pricing,0.0,True,False,1.94,130988.0,,
S-28332f,A-ff79f2,2024-09-16,,Enterprise,23,4577,54924,False,False,False,False,monthly,True,Company_165,DevTools,US,ads,False,,,,,,8.21,64558.0,0.28,Low
S-6709f4,A-bcbe98,2024-12-06,,Basic,46,874,10488,False,False,False,False,monthly,False,Company_452,Cybersecurity,US,other,False,2024-11-25,competitor,0.0,False,False,3.91,54501.0,,
S-0b059f,A-7c4956,2023-07-10,2023-11-30,Basic,5,95,1140,False,False,False,True,monthly,False,Company_254,DevTools,US,ads,False,,,,,,19.88,25217.0,0.14,Low
S-d91908,A-02fac6,2024-09-22,,Basic,22,418,5016,False,False,False,False,monthly,True,Company_52,FinTech,US,event,False,2024-08-21,support,0.0,False,False,16.52,158904.0,,
S-381988,A-eb7c38,2024-08-27,,Pro,7,0,0,True,False,False,False,annual,False,Company_47,DevTools,AU,organic,False,2024-03-22,budget,6.26,False,True,0.85,161499.0,,
S-535e55,A-9077b0,2024-12-08,,Pro,7,343,4116,False,True,False,False,monthly,True,Company_41,HealthTech,US,ads,False,,,,,,4.2,5202.0,0.5,Medium
S-a22ca2,A-dbc825,2024-07-30,,Enterprise,45,8955,107460,False,False,False,False,monthly,True,Company_252,EdTech,FR,partner,False,2024-01-14,features,0.0,False,False,0.23,215226.0,,
S-4e762d,A-2789e3,2024-11-06,,Enterprise,61,12139,145668,False,False,False,False,annual,True,Company_268,FinTech,US,partner,False,,,,,,3.55,37398.0,0.74,High
S-1d3a93,A-d82ef9,2024-08-10,,Enterprise,26,5174,62088,False,False,False,False,monthly,False,Company_355,EdTech,UK,other,False,2024-08-06,budget,74.94,False,False,1.15,52343.0,,
S-1c5650,A-1e1b80,2023-12-27,,Pro,53,2597,31164,False,False,False,False,monthly,True,Company_416,FinTech,CA,other,False,2024-11-13,features,0.0,False,False,0.72,410689.0,,
S-593787,A-9ee962,2023-11-22,,Basic,9,0,0,True,True,False,False,monthly,True,Company_59,HealthTech,US,ads,False,2024-10-03,support,0.0,False,True,19.15,79252.0,,
S-28a2b2,A-eb7fac,2024-09-22,,Enterprise,7,1393,16716,False,False,False,False,monthly,True,Company_28,DevTools,US,organic,False,2024-07-22,unknown,0.0,False,False,8.8,315674.0,,
S-0bdbb3,A-00cac8,2024-08-09,,Enterprise,39,7761,93132,False,False,False,False,monthly,True,Company_26,HealthTech,AU,organic,True,,,,,,,,,
S-dc8c2f,A-8b0451,2024-09-21,,Basic,41,779,9348,False,False,False,False,monthly,True,Company_245,FinTech,UK,event,False,2024-12-29,budget,0.0,False,False,3.42,39005.0,,
S-a33656,A-524364,2024-12-31,,Basic,12,228,2736,False,False,False,False,monthly,True,Company_388,DevTools,FR,partner,False,,,,,,0.0,7642.0,0.65,Medium
S-b991d2,A-3ce5b8,2024-02-17,,Pro,8,392,4704,False,False,False,False,annual,True,Company_256,FinTech,IN,ads,False,2024-09-18,features,261.49,False,False,12.39,147836.0,,
S-a53e06,A-089363,2024-06-14,,Basic,3,57,684,False,False,False,False,annual,False,Company_387,FinTech,AU,event,False,2023-11-27,pricing,0.0,False,False,6.73,68678.0,,
S-249448,A-dbc825,2024-01-19,,Enterprise,19,3781,45372,False,False,False,False,annual,True,Company_252,EdTech,FR,partner,False,2024-01-14,features,0.0,False,False,0.23,215226.0,,
S-768196,A-1f7acb,2023-10-14,,Basic,64,1216,14592,False,False,False,False,monthly,True,Company_281,FinTech,UK,ads,True,,,,,,,,,
S-e6513c,A-2edab2,2023-12-05,,Basic,17,323,3876,False,False,False,False,monthly,True,Company_301,HealthTech,US,event,False,2023-12-21,unknown,168.73,False,False,1.12,55651.0,,
S-0acba4,A-4e631b,2024-11-22,,Basic,22,418,5016,False,False,False,False,annual,False,Company_298,FinTech,US,other,False,,,,,,9.53,116838.0,0.3,Low
S-e57a7d,A-3f9cc0,2024-06-23,,Enterprise,22,4378,52536,False,False,True,False,annual,False,Company_359,HealthTech,US,event,False,2024-08-09,features,0.0,False,False,1.48,98275.0,,
S-f24609,A-151c9a,2023-07-14,,Pro,29,1421,17052,False,False,False,False,monthly,True,Company_260,FinTech,US,ads,False,2023-11-04,support,35.6,False,False,9.23,118672.0,,
S-cfb246,A-ee42db,2024-10-25,,Basic,13,0,0,True,False,False,False,annual,True,Company_77,EdTech,DE,ads,False,2023-06-23,pricing,0.0,True,False,1.94,76916.0,,
S-242e1b,A-313be3,2024-08-25,,Pro,47,2303,27636,False,True,False,False,annual,False,Company_136,EdTech,US,partner,True,2024-03-23,features,43.03,False,False,,,,
S-89d7b0,A-fe79a5,2024-06-03,,Enterprise,9,1791,21492,False,False,False,False,annual,True,Company_81,HealthTech,IN,ads,True,,,,,,,,,
S-5a26fc,A-9779ad,2024-07-07,,Pro,40,0,0,True,False,False,False,annual,False,Company_171,Cybersecurity,AU,event,True,2024-04-17,unknown,0.0,True,False,,,,
S-d64e41,A-354f12,2024-05-28,,Enterprise,34,6766,81192,False,False,True,False,annual,True,Company_201,FinTech,US,ads,True,2024-09-19,competitor,0.0,False,True,,,,
S-482962,A-de24d5,2024-11-06,,Pro,20,980,11760,False,False,False,False,annual,True,Company_231,DevTools,US,other,True,,,,,,,,,
S-e77d56,A-9289f6,2023-12-06,,Basic,1,19,228,False,False,False,False,monthly,True,Company_104,EdTech,US,event,False,2023-08-24,support,17.93,False,False,2.79,77442.0,,
S-658bcb,A-0cc442,2024-08-14,,Enterprise,45,8955,107460,False,False,False,False,monthly,True,Company_198,EdTech,US,organic,False,2024-10-23,budget,59.52,False,False,0.07,149417.0,,
S-56c23b,A-e888d1,2024-10-31,,Enterprise,19,3781,45372,False,False,False,False,annual,False,Company_102,Cybersecurity,US,other,False,2023-09-24,support,0.0,False,False,2.3,98723.0,,
S-39f1b0,A-bf7919,2024-12-10,,Enterprise,8,0,0,True,False,False,False,annual,True,Company_426,HealthTech,US,organic,False,2024-12-06,support,0.0,False,False,0.3,1248.0,,
S-21d0ab,A-a1b80b,2024-07-21,,Basic,22,418,5016,False,False,False,False,monthly,True,Company_184,HealthTech,US,organic,False,,,,,,13.14,205002.0,0.39,Low
S-b27c2f,A-625d0b,2024-12-24,,Pro,17,833,9996,False,False,False,False,monthly,True,Company_290,EdTech,AU,ads,False,,,,,,3.94,18770.0,0.65,High
S-1224ea,A-474ad4,2023-12-10,,Pro,8,0,0,True,False,False,False,monthly,True,Company_261,EdTech,US,organic,False,,,,,,13.11,51018.0,0.2,Low
S-0d8293,A-425e76,2023-11-18,,Pro,71,3479,41748,False,False,False,False,monthly,True,Company_110,DevTools,UK,other,False,2023-08-10,competitor,0.0,False,False,2.79,119182.0,,
S-f409d8,A-0651a4,2024-12-04,,Enterprise,16,3184,38208,False,False,False,False,annual,True,Company_255,HealthTech,FR,organic,False,2024-12-25,support,0.0,False,False,1.22,63838.0,,
S-374511,A-e89151,2024-04-01,,Enterprise,10,1990,23880,False,False,False,False,monthly,True,Company_234,FinTech,UK,organic,True,,,,,,,,,
S-c1f160,A-ccabf0,2024-07-14,2024-12-04,Pro,2,98,1176,False,False,True,True,annual,True,Company_471,HealthTech,IN,organic,False,2024-10-31,features,0.0,False,False,5.95,234908.0,,
S-2b58a7,A-7c5768,2024-07-07,,Basic,3,57,684,False,False,False,False,monthly,True,Company_407,HealthTech,UK,event,False,,,,,,9.99,14633.0,0.39,Low
S-4dfd17,A-bcbe98,2024-07-29,,Basic,46,874,10488,False,True,True,False,monthly,True,Company_452,Cybersecurity,US,other,False,2024-11-25,competitor,0.0,False,False,3.91,54501.0,,
S-4781b1,A-558c72,2023-06-12,,Pro,16,784,9408,False,False,False,False,monthly,True,Company_438,FinTech,US,organic,False,2024-11-28,support,43.01,False,False,17.94,57514.0,,
S-c53808,A-712426,2024-12-08,,Pro,12,588,7056,False,False,False,False,monthly,True,Company_155,HealthTech,US,other,False,2024-11-21,pricing,0.0,True,False,0.36,11782.0,,
S-e3165d,A-3b5cd1,2023-10-09,,Pro,21,1029,12348,False,False,False,False,monthly,True,Company_49,FinTech,US,event,True,2024-08-30,unknown,77.87,False,False,,,,
S-0334aa,A-acb7f7,2024-04-12,,Pro,41,2009,24108,False,True,False,False,annual,True,Company_330,EdTech,US,ads,False,2024-03-21,competitor,0.0,True,False,2.46,236179.0,,
S-6c625e,A-854864,2024-12-15,,Pro,91,4459,53508,False,False,False,False,monthly,False,Company_38,FinTech,IN,event,False,2024-12-24,support,8.47,True,False,0.56,11807.0,,
S-e48c4d,A-439b2f,2024-03-09,,Basic,7,133,1596,False,False,False,False,annual,True,Company_152,DevTools,US,ads,False,2024-11-18,features,0.0,False,False,8.9,4451.0,,
S-322a59,A-a8b49c,2024-02-17,,Pro,26,1274,15288,False,False,False,False,monthly,True,Company_72,Cybersecurity,UK,partner,False,2024-06-17,features,0.0,False,False,8.38,56160.0,,
S-41b844,A-94d3da,2023-06-03,,Pro,41,2009,24108,False,False,False,False,monthly,False,Company_61,HealthTech,US,other,False,2024-04-12,competitor,0.0,False,False,11.33,206771.0,,
S-12125f,A-e5d6ab,2023-08-08,,Basic,3,57,684,False,False,False,False,monthly,True,Company_7,EdTech,US,partner,False,2023-04-24,features,0.0,False,False,0.3,100020.0,,
S-91709b,A-ab438f,2024-11-26,2024-12-31,Enterprise,23,4577,54924,False,False,False,True,annual,True,Company_233,Cybersecurity,US,ads,False,2024-12-02,budget,0.0,True,True,2.63,28370.0,,
S-ff681f,A-bbc346,2024-08-31,,Enterprise,19,3781,45372,False,True,False,False,annual,False,Company_138,FinTech,US,partner,False,2024-10-31,competitor,0.0,True,False,2.07,75530.0,,
S-6b534f,A-08e34e,2024-12-31,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,Company_32,EdTech,US,event,False,2024-07-13,competitor,225.18,False,False,0.53,49903.0,,
S-2d3434,A-425e76,2023-07-22,,Pro,8,392,4704,False,False,False,False,annual,True,Company_110,DevTools,UK,other,False,2023-08-10,competitor,0.0,False,False,2.79,119182.0,,
S-b8caad,A-ac14bb,2023-09-27,,Pro,21,1029,12348,False,False,False,False,annual,False,Company_15,FinTech,US,partner,False,2024-10-01,competitor,0.0,False,False,11.7,251787.0,,
S-58ab69,A-58b9ff,2024-09-27,,Pro,63,3087,37044,False,False,True,False,monthly,True,Company_425,DevTools,IN,partner,False,2024-10-10,pricing,0.0,False,False,4.34,70605.0,,
S-6c877e,A-712533,2023-08-13,,Enterprise,18,0,0,True,False,False,False,monthly,True,Company_498,EdTech,US,organic,False,2024-07-18,unknown,0.0,True,False,11.6,93053.0,,
S-ff4611,A-c9bb3e,2024-04-25,,Pro,123,6027,72324,False,False,False,False,annual,True,Company_336,EdTech,US,ads,False,2024-07-29,pricing,0.0,False,False,4.17,68540.0,,
S-f3c329,A-1f0636,2024-09-02,,Basic,105,1995,23940,False,False,False,False,annual,True,Company_368,EdTech,AU,partner,False,,,,,,11.99,484176.0,0.34,Low
S-270a4e,A-6c093d,2024-01-17,,Basic,7,133,1596,False,True,False,False,monthly,True,Company_12,DevTools,US,partner,True,,,,,,,,,
S-2a312e,A-034368,2024-06-21,,Basic,26,494,5928,False,False,False,False,monthly,True,Company_353,EdTech,US,event,False,2024-08-29,features,0.0,True,False,9.79,20682.0,,
S-3aa11b,A-7c83a1,2024-09-27,,Pro,12,588,7056,False,False,False,False,annual,True,Company_447,Cybersecurity,US,partner,False,2024-05-19,unknown,0.0,True,False,0.43,83334.0,,
S-0a8cff,A-016043,2024-09-28,,Enterprise,12,0,0,True,True,False,False,monthly,True,Company_405,EdTech,CA,organic,True,2024-08-11,competitor,84.75,False,False,,,,
S-b4d224,A-4c6f11,2024-05-31,,Basic,27,513,6156,False,False,True,False,annual,True,Company_146,FinTech,CA,organic,True,2024-06-29,competitor,0.0,False,False,,,,
S-f0e458,A-ab438f,2024-12-27,,Pro,77,0,0,True,False,False,False,monthly,True,Company_233,Cybersecurity,US,ads,False,2024-12-02,budget,0.0,True,True,2.63,28370.0,,
S-af5ec3,A-8e47ca,2024-08-23,,Enterprise,19,3781,45372,False,False,False,False,monthly,True,Company_191,HealthTech,US,organic,False,2024-06-01,competitor,0.0,False,False,3.52,163258.0,,
S-683c6b,A-e36807,2024-11-21,,Enterprise,14,2786,33432,False,False,False,False,annual,True,Company_164,EdTech,AU,other,False,,,,,,7.49,35254.0,0.4,Low
S-1df679,A-508199,2024-04-26,,Enterprise,19,3781,45372,False,False,False,False,annual,True,Company_208,FinTech,AU,event,False,,,,,,11.1,71212.0,0.22,Low
S-ca74fe,A-dfbd31,2024-07-30,,Pro,14,686,8232,False,False,False,False,annual,False,Company_190,DevTools,UK,partner,False,2024-12-19,unknown,0.0,False,False,0.92,74317.0,,
S-061025,A-c45b23,2024-11-16,,Pro,7,343,4116,False,False,False,False,annual,True,Company_75,FinTech,UK,partner,False,,,,,,12.78,25322.0,0.17,Low
S-333abd,A-a1b80b,2024-07-05,,Basic,16,304,3648,False,False,False,False,annual,True,Company_184,HealthTech,US,organic,False,,,,,,13.14,205002.0,0.39,Low
S-5281ee,A-427b69,2024-09-27,,Pro,17,0,0,True,False,False,False,annual,False,Company_453,FinTech,US,other,False,,,,,,4.27,39324.0,0.54,Medium
S-1bf697,A-acb7f7,2024-08-31,,Pro,32,1568,18816,False,False,False,False,monthly,True,Company_330,EdTech,US,ads,False,2024-03-21,competitor,0.0,True,False,2.46,236179.0,,
S-9b8167,A-054577,2024-05-08,,Pro,29,1421,17052,False,False,False,False,monthly,True,Company_455,EdTech,UK,ads,False,,,,,,8.11,111138.0,0.47,Medium
S-585d4c,A-00bed1,2024-05-06,,Enterprise,28,5572,66864,False,True,False,False,monthly,True,Company_306,Cybersecurity,US,ads,True,2024-01-03,unknown,21.17,False,False,,,,
S-cdd281,A-39ddf4,2024-12-30,,Enterprise,40,7960,95520,False,False,False,False,monthly,True,Company_435,EdTech,US,partner,False,2024-12-13,support,0.0,False,False,0.26,28669.0,,
S-f83141,A-659280,2024-12-26,,Basic,17,0,0,True,False,False,False,annual,False,Company_417,FinTech,IN,event,True,2024-11-22,pricing,27.75,False,False,,,,
S-3af429,A-9077b0,2024-12-10,,Basic,30,0,0,True,True,False,False,monthly,True,Company_41,HealthTech,US,ads,False,,,,,,4.2,5202.0,0.5,Medium
S-0cb4fe,A-560d27,2024-05-31,,Enterprise,71,14129,169548,False,False,False,False,monthly,True,Company_266,DevTools,US,organic,False,,,,,,7.88,193908.0,0.29,Low
S-da3b68,A-5c046d,2024-11-23,,Enterprise,93,18507,222084,False,False,False,False,monthly,True,Company_130,EdTech,FR,partner,False,,,,,,5.85,150214.0,0.37,Low
S-620b62,A-d42431,2024-08-06,,Enterprise,22,4378,52536,False,True,False,False,annual,False,Company_378,FinTech,FR,ads,True,2024-06-26,pricing,0.0,False,False,,,,
S-4056f6,A-86cdb4,2024-10-06,,Pro,2,98,1176,False,False,False,False,annual,True,Company_250,DevTools,DE,partner,False,,,,,,3.29,4974.0,0.89,High
S-7a1803,A-443b7c,2024-10-26,,Enterprise,11,0,0,True,False,False,False,annual,True,Company_280,Cybersecurity,US,other,False,,,,,,3.81,67219.0,0.57,Medium
S-ddc51c,A-ad296b,2024-12-09,,Pro,38,1862,22344,False,False,False,False,annual,True,Company_112,DevTools,AU,event,False,,,,,,5.55,59979.0,0.38,Low
S-ba228b,A-a33200,2024-12-20,,Basic,29,551,6612,False,False,False,False,monthly,True,Company_352,HealthTech,US,partner,False,2024-10-07,features,21.61,True,False,0.72,59179.0,,
S-e3255c,A-600734,2024-10-08,,Pro,29,1421,17052,False,False,False,False,monthly,True,Company_327,DevTools,US,organic,True,,,,,,,,,
